,ds,ts
0,0.0,0.23333333333333334
1,1.0,0.15333333333333332
2,2.0,0.09333333333333334
3,3.0,0.04666666666666667
4,4.0,0.2
5,5.0,0.44
6,6.0,0.34
7,7.0,0.29333333333333333
8,8.0,0.013333333333333334
9,9.0,0.09333333333333334
10,10.0,0.03333333333333333
11,11.0,0.0
12,12.0,0.0
13,13.0,0.013333333333333334
14,14.0,0.02
15,15.0,0.09333333333333334
16,16.0,0.18666666666666668
17,17.0,0.5733333333333334
18,18.0,0.32
19,19.0,0.7266666666666667
20,20.0,0.1
21,21.0,0.12666666666666668
22,22.0,0.05333333333333334
23,23.0,0.04
24,24.0,0.02
25,25.0,0.1
26,26.0,0.11333333333333333
27,27.0,0.09333333333333334
28,28.0,0.44666666666666666
29,29.0,0.10666666666666667
30,30.0,0.10666666666666667
31,31.0,0.35333333333333333
32,32.0,0.11333333333333333
33,33.0,0.14666666666666667
34,34.0,0.21333333333333335
35,35.0,0.15333333333333332
36,36.0,0.32666666666666666
37,37.0,2.5733333333333333
38,38.0,0.9066666666666666
39,39.0,0.56
40,40.0,1.0066666666666666
41,41.0,0.2
42,42.0,0.30666666666666664
43,43.0,0.22
44,44.0,0.14
45,45.0,0.09333333333333334
46,46.0,0.7866666666666666
47,47.0,0.5333333333333333
48,48.0,0.32
49,49.0,0.006666666666666667
50,50.0,0.4066666666666667
51,51.0,0.17333333333333334
52,52.0,0.3
53,53.0,0.02
54,54.0,0.06
55,55.0,0.0
56,56.0,0.02
57,57.0,0.0
58,58.0,0.05333333333333334
59,59.0,0.07333333333333333
60,60.0,0.0
61,61.0,0.02
62,62.0,0.14666666666666667
63,63.0,0.22666666666666666
64,64.0,0.08666666666666667
65,65.0,0.5
66,66.0,0.07333333333333333
67,67.0,0.25333333333333335
68,68.0,1.2
69,69.0,0.9733333333333334
70,70.0,0.36
71,71.0,0.6266666666666667
72,72.0,0.44666666666666666
73,73.0,1.98
74,74.0,0.4266666666666667
75,75.0,0.30666666666666664
76,76.0,0.29333333333333333
77,77.0,0.3466666666666667
78,78.0,0.16666666666666666
79,79.0,0.30666666666666664
80,80.0,0.15333333333333332
81,81.0,0.04
82,82.0,0.06
83,83.0,0.02666666666666667
84,84.0,0.0
85,85.0,0.0
86,86.0,0.0
87,87.0,0.05333333333333334
88,88.0,0.04666666666666667
89,89.0,0.3333333333333333
90,90.0,0.07333333333333333
91,91.0,0.3
92,92.0,0.2
93,93.0,0.21333333333333335
94,94.0,0.02
95,95.0,0.6866666666666666
96,96.0,1.68
97,97.0,0.04666666666666667
98,98.0,0.04666666666666667
99,99.0,0.0
100,100.0,0.08
101,101.0,0.02666666666666667
102,102.0,0.02666666666666667
103,103.0,0.2733333333333333
104,104.0,0.02
105,105.0,0.0
106,106.0,0.04666666666666667
107,107.0,0.18
108,108.0,0.17333333333333334
109,109.0,0.03333333333333333
110,110.0,0.05333333333333334
